HFO_idx,chanIdx,startTime,stopTime,isValid
1,1,834.68201953125,834.712048828125,0
2,1,837.117322265625,837.14686328125,0
3,2,701.01893359375,701.049939453125,0
4,2,828.78455859375,828.81776171875,0
5,2,829.953259765625,829.993298828125,0
6,2,830.583630859375,830.612927734375,0
7,2,831.1864140625,831.226697265625,0
8,2,831.77479296875,831.823376953125,0
9,2,832.343640625,832.38465625,0
10,2,832.91444140625,832.94471484375,0
11,2,833.530408203125,833.5614140625,0
12,2,834.09022265625,834.115857421875,0
13,2,834.67420703125,834.734998046875,0
14,2,837.115369140625,837.150525390625,0
15,2,837.67908984375,837.696912109375,0
16,2,838.865125,838.899548828125,0
17,2,839.447888671875,839.500134765625,0
18,2,841.210828125,841.235486328125,0
19,2,1022.981091796875,1023.016248046875,0
20,2,1100.0633671875,1100.094373046875,0
21,2,1101.362439453125,1101.3856328125,1
22,2,1113.377576171875,1113.418103515625,0
23,2,1117.04920703125,1117.09217578125,0
24,2,1117.7762578125,1117.7948125,0
25,2,1130.83338671875,1130.8680546875,0
26,2,1131.624158203125,1131.65858203125,0
27,2,1142.04237109375,1142.06580859375,0
28,2,1201.85682421875,1201.87928515625,0
29,3,726.777966796875,726.801892578125,0
30,3,834.674451171875,834.710828125,0
31,3,838.87049609375,838.898572265625,0
32,3,839.453015625,839.487439453125,0
33,3,1130.8328984375,1130.861951171875,0
34,3,1142.026990234375,1142.0604375,0
35,3,1175.363904296875,1175.381482421875,0
36,3,1182.90467578125,1182.926892578125,0
37,4,690.65955859375,690.6883671875,0
38,4,1100.056775390625,1100.0809453125,0
39,4,1106.895642578125,1106.91834765625,0
40,4,1123.67908984375,1123.700818359375,0
41,4,1131.646619140625,1131.677625,0
42,5,726.763318359375,726.784802734375,0
43,5,1064.391736328125,1064.418591796875,0
44,5,1113.374646484375,1113.40028125,0
45,5,1123.666638671875,1123.7000859375,0
46,5,1131.6082890625,1131.65760546875,0
47,11,602.4266484375,602.458142578125,0
48,11,617.565076171875,617.593640625,0
49,11,624.574353515625,624.601208984375,0
50,11,625.626599609375,625.656384765625,0
51,11,637.18006640625,637.19666796875,0
52,11,651.893689453125,651.92371875,0
53,11,671.611462890625,671.63465625,0
54,11,699.311169921875,699.340955078125,0
55,11,699.8465703125,699.880505859375,0
56,11,728.405408203125,728.429333984375,0
57,11,756.274548828125,756.3104375,0
58,11,801.2625859375,801.298962890625,0
59,11,814.785291015625,814.80018359375,0
60,11,827.610486328125,827.646375,0
61,11,828.18299609375,828.2118046875,0
62,11,831.179578125,831.226208984375,0
63,11,832.913708984375,832.94276171875,0
64,11,833.51991015625,833.554333984375,0
65,11,835.913953125,835.9793828125,0
66,11,836.4930546875,836.523572265625,0
67,11,837.11268359375,837.14979296875,0
68,11,841.202283203125,841.239392578125,0
69,11,883.90662890625,883.936169921875,0
70,11,891.75623828125,891.792859375,0
71,11,893.33338671875,893.36170703125,0
72,11,899.3416875,899.39100390625,0
73,11,918.95155078125,918.986951171875,0
74,11,1007.872205078125,1007.906873046875,0
75,11,1018.8348515625,1018.85487109375,0
76,11,1064.75575,1064.785779296875,0
77,11,1073.9852421875,1074.009412109375,0
78,11,1079.864880859375,1079.910779296875,0
79,11,1102.521375,1102.55799609375,0
80,11,1105.82362109375,1105.848767578125,0
81,11,1120.768201171875,1120.78651171875,0
82,11,1121.33338671875,1121.393201171875,0
83,11,1122.423474609375,1122.447400390625,0
84,11,1143.47401171875,1143.516248046875,0
85,12,625.126599609375,625.136609375,0
86,12,632.4325078125,632.44569140625,0
87,12,699.855603515625,699.871716796875,0
88,12,713.76600390625,713.78553515625,0
89,12,727.187390625,727.20936328125,0
90,12,833.5282109375,833.546033203125,0
91,12,834.663220703125,834.70057421875,0
92,12,835.925671875,835.94373828125,0
93,12,836.4891484375,836.503796875,0
94,12,838.26795703125,838.28651171875,0
95,12,838.866833984375,838.88807421875,0
96,12,840.05116015625,840.081677734375,0
97,12,899.346326171875,899.36268359375,0
98,12,994.968884765625,994.98670703125,0
99,12,1035.77381640625,1035.78944140625,0
100,12,1049.55506640625,1049.57215625,0
101,12,1120.754529296875,1120.788220703125,0
102,13,624.586072265625,624.60780078125,0
103,13,625.62830859375,625.646130859375,0
104,13,727.193494140625,727.213025390625,0
105,13,827.613416015625,827.637830078125,0
106,13,834.680798828125,834.7235234375,0
107,13,835.925916015625,835.950330078125,0
108,13,837.69666796875,837.720349609375,0
109,13,840.0555546875,840.102673828125,0
